uid,title_fr,description_fr,longdescription_fr,location_city,location_department,location_postalcode,firstdate_begin,lastdate_end,text_to_embed
54122077,Les Amis du musée de Cluny fêtent la transmission du Patrimoine ! #2,Démonstrations et ateliers,"<p>Les <em>Amis du musée de Cluny</em> s’associent aux <em>Compagnons du Tour de France</em> pour offrir une mise en valeur de la <strong>transmission des savoir-faire et de la restauration du Patrimoine.</strong><br>Accueillie par le <em>musée de Cluny</em> en lien avec la <em>mairie du cinquième arrondissement</em>, cette deuxième édition s'annonce comme un temps fort de l'année !<br><strong>Des tailleurs de pierre, menuisiers, charpentiers et couvreurs assureront des démonstrations et ateliers à destination de tous les publics.</strong><br>Plusieurs animations seront organisées avec la présence d’associations partenaires. Un point de restauration et des rafraichissements seront également disponibles.<br>Pour en savoir plus sur notre association et adhérer : <a href=""https://amis-musee-cluny.fr/"">https://amis-musee-cluny.fr/</a></p>",Paris,Paris,75005,2025-09-20T08:00:00+00:00,2025-09-21T15:00:00+00:00,"Titre: Les Amis du musée de Cluny fêtent la transmission du Patrimoine ! #2
Lieu: Paris (Paris)
Date: du 2025-09-20T08:00:00+00:00 au 2025-09-21T15:00:00+00:00
Description: Les <em>Amis du musée de Cluny</em> s’associent aux <em>Compagnons du Tour de France</em> pour offrir une mise en valeur de la <strong>transmission des savoir-faire et de la restauration du Patrimoine.</strong>
Accueillie par le <em>musée de Cluny</em> en lien avec la <em>mairie du cinquième arrondissement</em>, cette deuxième édition s'annonce comme un temps fort de l'année !
<strong>Des tailleurs de pierre, menuisiers, charpentiers et couvreurs assureront des démonstrations et ateliers à destination de tous les publics.</strong>
Plusieurs animations seront organisées avec la présence d’associations partenaires. Un point de restauration et des rafraichissements seront également disponibles.
Pour en savoir plus sur notre association et adhérer : <a href=""https://amis-musee-cluny.fr/"">https://amis-musee-cluny.fr/</a>"
87841982,Visite libre,Visite libre,"<p>Remontez le temps et partez à la découverte des plus grands chefs-d’œuvre de l’art médiéval !<br>L’hôtel particulier du XVe siècle des abbés de Cluny, adossé à des thermes gallo-romains, s’organise autour d’une extension contemporaine inaugurée en 2018 et signée par l’architecte Bernard Desmoulin.<br>Les collections du musée de Cluny sont connues dans le monde entier pour les fameuses tapisseries de la ""Dame à la licorne"", l’extraordinaire ""Rose d’or"" ou encore les sculptures de Notre-Dame de Paris et les vitraux de la Sainte-Chapelle.</p>",Paris,Paris,75005,2025-09-20T07:30:00+00:00,2025-09-21T16:00:00+00:00,"Titre: Visite libre
Lieu: Paris (Paris)
Date: du 2025-09-20T07:30:00+00:00 au 2025-09-21T16:00:00+00:00
Description: Remontez le temps et partez à la découverte des plus grands chefs-d’œuvre de l’art médiéval !
L’hôtel particulier du XVe siècle des abbés de Cluny, adossé à des thermes gallo-romains, s’organise autour d’une extension contemporaine inaugurée en 2018 et signée par l’architecte Bernard Desmoulin.
Les collections du musée de Cluny sont connues dans le monde entier pour les fameuses tapisseries de la ""Dame à la licorne"", l’extraordinaire ""Rose d’or"" ou encore les sculptures de Notre-Dame de Paris et les vitraux de la Sainte-Chapelle."
48183982,Visite de quartier : Porte de Montmartre / Porte de Clignancourt,Visite commentée,<p>Venez découvrir l'histoire de La Zone et des HBM et l'évolution de ce quartier jusqu'au nouvel îlot Binet.</p>,Paris,Paris,75018,2025-09-20T13:00:00+00:00,2025-09-20T14:30:00+00:00,"Titre: Visite de quartier : Porte de Montmartre / Porte de Clignancourt
Lieu: Paris (Paris)
Date: du 2025-09-20T13:00:00+00:00 au 2025-09-20T14:30:00+00:00
Description: Venez découvrir l'histoire de La Zone et des HBM et l'évolution de ce quartier jusqu'au nouvel îlot Binet."
33898764,"Mini-conférence généraliste - L'UE, comment ça marche ?","Une heure pour comprendre l’Europe : c’est l’objectif des mini-conférences proposées par Europa Expérience et animées par Toute l’Europe, qui montrent que l’Europe n’est pas si compliquée.","<p>Lors de ces conférences généralistes, <strong>les participants découvrent les institutions européennes, comprennent qui prend les décisions et apprennent à distinguer leurs rôles respectifs</strong>.</p>
<p>Comment fonctionnent les institutions européennes ?<br>Quel est le rôle des États membres ?<br>Qui élabore les « lois européennes » ?<br>Qui fait quoi ?<br>Qui décide quoi ?</p>
<p>Ces rendez-vous réguliers se tiennent au cœur du cinéma 360° d’Europa Expérience. Ils sont gratuits, ouverts à toutes et tous, et offrent des réponses claires, accessibles et sans jargon, permettant d’approfondir ou de découvrir les bases du fonctionnement de l’Union européenne.</p>",Paris,,75008,2026-03-14T14:00:00+00:00,2026-03-14T15:00:00+00:00,"Titre: Mini-conférence généraliste - L'UE, comment ça marche ?
Lieu: Paris (nan)
Date: du 2026-03-14T14:00:00+00:00 au 2026-03-14T15:00:00+00:00
Description: Lors de ces conférences généralistes, <strong>les participants découvrent les institutions européennes, comprennent qui prend les décisions et apprennent à distinguer leurs rôles respectifs</strong>.
Comment fonctionnent les institutions européennes ?
Quel est le rôle des États membres ?
Qui élabore les « lois européennes » ?
Qui fait quoi ?
Qui décide quoi ?
Ces rendez-vous réguliers se tiennent au cœur du cinéma 360° d’Europa Expérience. Ils sont gratuits, ouverts à toutes et tous, et offrent des réponses claires, accessibles et sans jargon, permettant d’approfondir ou de découvrir les bases du fonctionnement de l’Union européenne."
62280308,1h pour comprendre...élargissement et adhésion à l'UE - 21/05/26,L'événement portera sur une analyse du processus d’élargissement de l’UE et de l’adhésion des pays candidats.,"<p>L’Ukraine va-t-elle intégrer l’Union européenne ?<br>Quels sont les critères pour rejoindre les 27 Etats membres ?<br>Où en est la procédure d’adhésion des pays des Balkans ?</p>
<p>Si l’élargissement de l’Union européenne a pu stagner ces dernières années, le déclenchement de la guerre en Ukraine en février 2022 a relancé le processus.<br>Alors que dix Etats sont aujourd’hui candidats pour intégrer l’Union européenne, les défis politiques et économiques demeurent nombreux, tant pour l’UE que pour les pays qui veulent la rejoindre.</p>
<p><strong>L'événement, ouvert à tous, se déroulera le 21 mai 2026</strong>.</p>",Paris,,75008,2026-05-21T16:30:00+00:00,2026-05-21T17:30:00+00:00,"Titre: 1h pour comprendre...élargissement et adhésion à l'UE - 21/05/26
Lieu: Paris (nan)
Date: du 2026-05-21T16:30:00+00:00 au 2026-05-21T17:30:00+00:00
Description: L’Ukraine va-t-elle intégrer l’Union européenne ?
Quels sont les critères pour rejoindre les 27 Etats membres ?
Où en est la procédure d’adhésion des pays des Balkans ?
Si l’élargissement de l’Union européenne a pu stagner ces dernières années, le déclenchement de la guerre en Ukraine en février 2022 a relancé le processus.
Alors que dix Etats sont aujourd’hui candidats pour intégrer l’Union européenne, les défis politiques et économiques demeurent nombreux, tant pour l’UE que pour les pays qui veulent la rejoindre.
<strong>L'événement, ouvert à tous, se déroulera le 21 mai 2026</strong>."
88593921,Soirée d’observation du ciel au bois de Charonne,"Sous le ciel de Paris… mais de nuit ! Cet été, rejoignez les équipes de l’Association Française d’Astronomie pour des soirées gratuites d’observation et d’animation du ciel.","<p>Grâce au partenariat avec la ville de Paris, 21 Parcs et Jardins seront ouverts à toutes et à tous, entre le 28 juin et le 13 septembre 2025. Paris sous les étoiles, c’est reparti !<br>Les montreurs du ciel de l’AFA pointeront lunettes et télescopes vers le ciel étoilé à l’abri des lumières dans les parcs pour proposer aux parisiennes, parisiens, petits ou grands, seuls ou en famille, des observations et des ateliers de repérage du ciel. Quelles sont ces étoiles qui brillent ? Comment les reconnaître et les retrouver ? Suivant les dates et les horaires, ils pourront observer à l’oculaire d’un télescope les cratères de la lune, des objets du ciel profond comme des nébuleuses, des amas d’étoiles ou tout simplement (re)découvrir les constellations de notre voûte céleste et les mythes qui les accompagnent. Laissez-vous émerveiller par un voyage dans l’espace et dans l’histoire, aux confins de l’univers et de la nuit.<br>Conditions d'accès : Les soirées sont gratuites, ouvertes à toutes et à tous sans inscription. Vous n'avez pas besoin de matériel mais si vous voulez en profiter pour apporter votre paire de jumelles ou télescope, ce sera l'occasion de l’utiliser avec les animateurs présents. N'oubliez pas un vêtement chaud pour les fins de soirées qui peuvent être fraiches.<br>Partagez cet évènement sur les réseaux et suivez nous sur Facebook @afastronomie et Instagram @afa_stronomie<br>* En cas de doute ou de mauvais temps (nuages ou pluie), ces soirées sont susceptibles d'être annulées.<br>Se renseigner en ligne sur <a href=""https://www.afastronomie.fr/paris"">https://www.afastronomie.fr/paris</a>, sur Facebook ou Instagram</p>",Paris,Paris,75020,2025-07-25T19:00:00+00:00,2025-07-26T00:00:00+00:00,"Titre: Soirée d’observation du ciel au bois de Charonne
Lieu: Paris (Paris)
Date: du 2025-07-25T19:00:00+00:00 au 2025-07-26T00:00:00+00:00
Description: Grâce au partenariat avec la ville de Paris, 21 Parcs et Jardins seront ouverts à toutes et à tous, entre le 28 juin et le 13 septembre 2025. Paris sous les étoiles, c’est reparti !
Les montreurs du ciel de l’AFA pointeront lunettes et télescopes vers le ciel étoilé à l’abri des lumières dans les parcs pour proposer aux parisiennes, parisiens, petits ou grands, seuls ou en famille, des observations et des ateliers de repérage du ciel. Quelles sont ces étoiles qui brillent ? Comment les reconnaître et les retrouver ? Suivant les dates et les horaires, ils pourront observer à l’oculaire d’un télescope les cratères de la lune, des objets du ciel profond comme des nébuleuses, des amas d’étoiles ou tout simplement (re)découvrir les constellations de notre voûte céleste et les mythes qui les accompagnent. Laissez-vous émerveiller par un voyage dans l’espace et dans l’histoire, aux confins de l’univers et de la nuit.
Conditions d'accès : Les soirées sont gratuites, ouvertes à toutes et à tous sans inscription. Vous n'avez pas besoin de matériel mais si vous voulez en profiter pour apporter votre paire de jumelles ou télescope, ce sera l'occasion de l’utiliser avec les animateurs présents. N'oubliez pas un vêtement chaud pour les fins de soirées qui peuvent être fraiches.
Partagez cet évènement sur les réseaux et suivez nous sur Facebook @afastronomie et Instagram @afa_stronomie
* En cas de doute ou de mauvais temps (nuages ou pluie), ces soirées sont susceptibles d'être annulées.
Se renseigner en ligne sur <a href=""https://www.afastronomie.fr/paris"">https://www.afastronomie.fr/paris</a>, sur Facebook ou Instagram"
20340428,Prospero ou l'histoire insolite d'un acteur qui ne savait pas parler,"Un monde caméléon où le parcours du comédien se mélange avec les aventures du personnage de Shakespeare, où le combat contre la dyslexie se raconte et s’incarne par l’acteur et ses rôles.","<p>Un acteur est là devant les spectateurs et les invite à entrer dans le monde fictif de Prospero.<br>*Prospero est le personnage principal de La Tempête de William Shakespeare.<br>« Le monde entier est un théâtre, et tous, hommes et femmes, n’en sont que les acteurs… »</p>",Paris,,75016,2025-07-19T14:00:00+00:00,2025-07-27T15:00:00+00:00,"Titre: Prospero ou l'histoire insolite d'un acteur qui ne savait pas parler
Lieu: Paris (nan)
Date: du 2025-07-19T14:00:00+00:00 au 2025-07-27T15:00:00+00:00
Description: Un acteur est là devant les spectateurs et les invite à entrer dans le monde fictif de Prospero.
*Prospero est le personnage principal de La Tempête de William Shakespeare.
« Le monde entier est un théâtre, et tous, hommes et femmes, n’en sont que les acteurs… »"
37929920,La Contrebasse de Patrick Suskind,Le magnifique monologue écrit par l'auteur du « Parfum ». Pathétique et sublime !,"<p>Dans une mise en scène créée pour le Théâtre de Verdure et mettant spécialement en valeur le plus grand des instrument à cordes de l’orchestre, La Contrebasse est une confession. Celle d’un contrebassiste classique, troisième pupitre d’un grand orchestre allemand. Celle surtout de sa passion et de sa haine pour son instrument. Celle aussi de son amour impossible pour une jeune et formidable soprano qui ignore totalement jusqu’à son existence.</p>
<p>Tour à tour sublime et pathétique, savant et hébété, drôle et touchant, voici un homme envahi par des émotions et des sentiments bien trop grands pour lui, aussi encombrants que cette contrebasse à qui il consacre sa vie, au point de le faire basculer devant nous dans la folie.</p>
<p>Pour personnifier cette contrebasse envahissante, Nicolas Senty est accompagné d’une contrebassiste émérite, Esther Brayer, première contrebassiste solo de l’Opéra National de Bordeaux.</p>
<p>Du simple pincé de corde jusqu’à La Truite de Schubert, en passant par des compositeurs célèbres ou obscurs, ils offrent une Contrebasse de Patrick Süskind comme elle n’a jamais été entendue.</p>
<p>Une fosse d’orchestre, un soleil estival, une buvette, une caisse de bières, un homme bouleversant, drôle (souvent sans le vouloir) et une contrebasse vivante. De grandes émotions transmises par le texte et par la musique. Une mise à nu touchante. Une alliance de la simplicité et de l’intensité.</p>",Paris,,75016,2025-08-22T17:00:00+00:00,2025-08-23T18:00:00+00:00,"Titre: La Contrebasse de Patrick Suskind
Lieu: Paris (nan)
Date: du 2025-08-22T17:00:00+00:00 au 2025-08-23T18:00:00+00:00
Description: Dans une mise en scène créée pour le Théâtre de Verdure et mettant spécialement en valeur le plus grand des instrument à cordes de l’orchestre, La Contrebasse est une confession. Celle d’un contrebassiste classique, troisième pupitre d’un grand orchestre allemand. Celle surtout de sa passion et de sa haine pour son instrument. Celle aussi de son amour impossible pour une jeune et formidable soprano qui ignore totalement jusqu’à son existence.
Tour à tour sublime et pathétique, savant et hébété, drôle et touchant, voici un homme envahi par des émotions et des sentiments bien trop grands pour lui, aussi encombrants que cette contrebasse à qui il consacre sa vie, au point de le faire basculer devant nous dans la folie.
Pour personnifier cette contrebasse envahissante, Nicolas Senty est accompagné d’une contrebassiste émérite, Esther Brayer, première contrebassiste solo de l’Opéra National de Bordeaux.
Du simple pincé de corde jusqu’à La Truite de Schubert, en passant par des compositeurs célèbres ou obscurs, ils offrent une Contrebasse de Patrick Süskind comme elle n’a jamais été entendue.
Une fosse d’orchestre, un soleil estival, une buvette, une caisse de bières, un homme bouleversant, drôle (souvent sans le vouloir) et une contrebasse vivante. De grandes émotions transmises par le texte et par la musique. Une mise à nu touchante. Une alliance de la simplicité et de l’intensité."
99076207,Vies d’un jardin caché : venez découvrir le Village Reille !,"Ateliers créatifs, concerts acoustique, lectures, balades sensibles : venez découvrir la vie foisonnante de ce tiers-lieu d’hospitalité et de création, occupé temporairement.","<p>Le Village Reille vous invite à une après-midi d’ouverture dans les <strong>jardins paisibles de l’ancien couvent Reille,</strong> au cœur du 14e arrondissement. À travers des <strong>ateliers artistiques participatifs</strong> (impressions végétales, pochoirs sur mobilier ancien), des <strong>concerts intimistes</strong> dans l’ancien cloître, des lectures et des moments de partage, cet événement est une invitation à découvrir la vie qui anime aujourd’hui ce lieu hors du commun.<br>Le Village Reille est une <strong>occupation temporaire</strong> portée par Plateau Urbain, Caracol et l’association Aurore. Il héberge plus de 80 femmes et enfants, et accueille également une soixantaine de structures artistiques, artisanes et culturelles qui y travaillent au quotidien. Ensemble, elles font vivre ce couvent autrement, en y inventant des <strong>formes nouvelles de cohabitation, de création et de solidarité</strong>.<br>Venez flâner, expérimenter, écouter, rencontrer : ce jardin vous attend.</p>",Paris,Paris,75014,2025-08-30T11:00:00+00:00,2025-08-30T16:30:00+00:00,"Titre: Vies d’un jardin caché : venez découvrir le Village Reille !
Lieu: Paris (Paris)
Date: du 2025-08-30T11:00:00+00:00 au 2025-08-30T16:30:00+00:00
Description: Le Village Reille vous invite à une après-midi d’ouverture dans les <strong>jardins paisibles de l’ancien couvent Reille,</strong> au cœur du 14e arrondissement. À travers des <strong>ateliers artistiques participatifs</strong> (impressions végétales, pochoirs sur mobilier ancien), des <strong>concerts intimistes</strong> dans l’ancien cloître, des lectures et des moments de partage, cet événement est une invitation à découvrir la vie qui anime aujourd’hui ce lieu hors du commun.
Le Village Reille est une <strong>occupation temporaire</strong> portée par Plateau Urbain, Caracol et l’association Aurore. Il héberge plus de 80 femmes et enfants, et accueille également une soixantaine de structures artistiques, artisanes et culturelles qui y travaillent au quotidien. Ensemble, elles font vivre ce couvent autrement, en y inventant des <strong>formes nouvelles de cohabitation, de création et de solidarité</strong>.
Venez flâner, expérimenter, écouter, rencontrer : ce jardin vous attend."
93467833,France Travail et la création d'entreprise : L'essentiel à savoir !,"France Travail et la création d'entreprise : L'essentiel à savoir !Présentation de l'offre de services de France Travail à destination des porteurs de projet. Les prestations à votre disposition, les","<p>France Travail et la création d'entreprise : L'essentiel à savoir !Présentation de l'offre de services de France Travail à destination des porteurs de projet. Les prestations à votre disposition, les aides possibles et les démarches à réaliser pour l'articulation et la sécurisation de votre indemnisation.  Cette réunion  est destinée en priorité au public parisien compte tenu des spécificités de chaque département.</p>",Paris,Paris,75008,2025-09-10T07:30:00+00:00,2025-09-10T09:30:00+00:00,"Titre: France Travail et la création d'entreprise : L'essentiel à savoir !
Lieu: Paris (Paris)
Date: du 2025-09-10T07:30:00+00:00 au 2025-09-10T09:30:00+00:00
Description: France Travail et la création d'entreprise : L'essentiel à savoir !Présentation de l'offre de services de France Travail à destination des porteurs de projet. Les prestations à votre disposition, les aides possibles et les démarches à réaliser pour l'articulation et la sécurisation de votre indemnisation.  Cette réunion  est destinée en priorité au public parisien compte tenu des spécificités de chaque département."
49376882,"La RATP recrute en CDI et forme 20 conducteurs de Bus (H/F) sur le 75 et sur le 93 : formation (gratuite et rémunérée) au permis D, ouverte","Après une formation gratuite et rémunérée réservée aux TITULAIRES du PERMIS B depuis au moins 6 mois, vous pourrez passer l'examen du permis D et de la FIMO, puis, si réussite, intégrer la RATP sur le","<p>Après une formation gratuite et rémunérée réservée aux TITULAIRES du PERMIS B depuis au moins 6 mois, vous pourrez passer l'examen du permis D et de la FIMO, puis, si réussite, intégrer la RATP sur le poste de CONDUCTEUR DE BUS  (H/F).2 LIEUX DE TRAVAIL POSSIBLES:  - Paris  (prise de poste: 20ème arrdt)- Département 93  (prise de poste: Les Lilas)Début de la formation: 29 Septembre 2025.  Prise de fonction: Janvier 2026Salaire annuel : 27.5OO Euros bruts (hors primes et heures de nuit)ATTENTION</p>",Paris,Paris,75012,2025-09-09T08:00:00+00:00,2025-09-09T10:00:00+00:00,"Titre: La RATP recrute en CDI et forme 20 conducteurs de Bus (H/F) sur le 75 et sur le 93 : formation (gratuite et rémunérée) au permis D, ouverte
Lieu: Paris (Paris)
Date: du 2025-09-09T08:00:00+00:00 au 2025-09-09T10:00:00+00:00
Description: Après une formation gratuite et rémunérée réservée aux TITULAIRES du PERMIS B depuis au moins 6 mois, vous pourrez passer l'examen du permis D et de la FIMO, puis, si réussite, intégrer la RATP sur le poste de CONDUCTEUR DE BUS  (H/F).2 LIEUX DE TRAVAIL POSSIBLES:  - Paris  (prise de poste: 20ème arrdt)- Département 93  (prise de poste: Les Lilas)Début de la formation: 29 Septembre 2025.  Prise de fonction: Janvier 2026Salaire annuel : 27.5OO Euros bruts (hors primes et heures de nuit)ATTENTION"
77545143,Rejoignez l'enseigne Maison LANDEMAINE : et devenez Conseiller de vente !,Les boulangeries-Pâtisseries artisanales Maison Landemaine recrutent des Conseillers/Conseillères dynamiques et motivé(e)s pour rejoindre ses équipes. Vous serez en première ligne pour offrir un s...,"<p>Les boulangeries-Pâtisseries artisanales Maison Landemaine recrutent des Conseillers/Conseillères dynamiques et motivé(e)s pour rejoindre ses équipes. Vous serez en première ligne pour offrir un service client exceptionnel et contribuer à la satisfaction de la clientèle. Ce poste est idéal pour les personnes passionnées par la vente au détail et désireuses de travailler dans un environnement stimulant.Vous incarnerez les valeurs de l'enseigne, assurerez un accueil client de qualité, participerez à la mise en valeur des produits, et veillerez à la satisfaction client au quotidien.</p>
<p>1 - Présentation de l'entreprise  échange questions/réponses2 - Entretien individuel</p>",Paris,Paris,,2025-09-04T07:30:00+00:00,2025-09-04T11:00:00+00:00,"Titre: Rejoignez l'enseigne Maison LANDEMAINE : et devenez Conseiller de vente !
Lieu: Paris (Paris)
Date: du 2025-09-04T07:30:00+00:00 au 2025-09-04T11:00:00+00:00
Description: Les boulangeries-Pâtisseries artisanales Maison Landemaine recrutent des Conseillers/Conseillères dynamiques et motivé(e)s pour rejoindre ses équipes. Vous serez en première ligne pour offrir un service client exceptionnel et contribuer à la satisfaction de la clientèle. Ce poste est idéal pour les personnes passionnées par la vente au détail et désireuses de travailler dans un environnement stimulant.Vous incarnerez les valeurs de l'enseigne, assurerez un accueil client de qualité, participerez à la mise en valeur des produits, et veillerez à la satisfaction client au quotidien.
1 - Présentation de l'entreprise  échange questions/réponses2 - Entretien individuel"
18250754,"REUNION D'INFORMATION AVEC LA GRANDE CLASSE : FORMATION, ALTERNANCE & EMPLOI  PUBLIC JEUNE  RESIDER A PARIS 18 EME","Acteur majeur de la formation professionnelle, La Grande Classe s’appuie sur des valeurs de proximité et de fidélité. L’objectif principal est de vous permettre d'être employable d'ici la fin de v...","<p>Acteur majeur de la formation professionnelle, La Grande Classe s’appuie sur des valeurs de proximité et de fidélité. L’objectif principal est de vous permettre d'être employable d'ici la fin de votre formation, en vous mettant dans les meilleures conditions de travail et en relation avec des entreprises qui embauchent.</p>
<ol>
<li>Présentation des formations: - CAP AEPE ( Accompagnement Educatif Petite Enfance) - CAP Cuisine- CAP Titre professionnel Accueil et Administratif - CAP HCR ET PSR- Titre Professionnel Concepteur développeur d' applications 2) Présentation des entreprises partenaires de La Grande Classe3) Les immersions 4) Les opportunités et avantages</li>
</ol>",Paris,Paris,75018,2025-09-05T08:00:00+00:00,2025-09-05T10:00:00+00:00,"Titre: REUNION D'INFORMATION AVEC LA GRANDE CLASSE : FORMATION, ALTERNANCE & EMPLOI  PUBLIC JEUNE  RESIDER A PARIS 18 EME
Lieu: Paris (Paris)
Date: du 2025-09-05T08:00:00+00:00 au 2025-09-05T10:00:00+00:00
Description: Acteur majeur de la formation professionnelle, La Grande Classe s’appuie sur des valeurs de proximité et de fidélité. L’objectif principal est de vous permettre d'être employable d'ici la fin de votre formation, en vous mettant dans les meilleures conditions de travail et en relation avec des entreprises qui embauchent.
<ol>
<li>Présentation des formations: - CAP AEPE ( Accompagnement Educatif Petite Enfance) - CAP Cuisine- CAP Titre professionnel Accueil et Administratif - CAP HCR ET PSR- Titre Professionnel Concepteur développeur d' applications 2) Présentation des entreprises partenaires de La Grande Classe3) Les immersions 4) Les opportunités et avantages</li>
</ol>"
90559733,Festival MVP 11 Après-midi - ICTS,"Chaque parcours professionnel, chaque chercheur d'emploi, chaque personne en quête d'orientation méritent des réponses et des solutions adaptées.","<p>Chaque parcours professionnel, chaque chercheur d'emploi, chaque personne en quête d'orientation méritent des réponses et des solutions adaptées. Le 11 avril au Paris Event Center, le Festival @MVP - Ma Vie Pro, organisé par @France Travail et @Webedia, incarne notre stratégie d'aller-vers : aller à la rencontre de tous nos publics et mobiliser les entreprises, associations et acteurs de l'emploi et de l'insertion, pour proposer à chacun la solution qui lui convient ! Bien plus qu'un festival, u</p>",Paris,Paris,75019,2026-04-11T12:30:00+00:00,2026-04-11T15:30:00+00:00,"Titre: Festival MVP 11 Après-midi - ICTS
Lieu: Paris (Paris)
Date: du 2026-04-11T12:30:00+00:00 au 2026-04-11T15:30:00+00:00
Description: Chaque parcours professionnel, chaque chercheur d'emploi, chaque personne en quête d'orientation méritent des réponses et des solutions adaptées. Le 11 avril au Paris Event Center, le Festival @MVP - Ma Vie Pro, organisé par @France Travail et @Webedia, incarne notre stratégie d'aller-vers : aller à la rencontre de tous nos publics et mobiliser les entreprises, associations et acteurs de l'emploi et de l'insertion, pour proposer à chacun la solution qui lui convient ! Bien plus qu'un festival, u"
43936603,Atelier d'initiation à la réparation d'objets pour les enfants,Atelier d'initiation à la réparation d'objets,"<h2>Atelier d'initiation à la réparation d'objets</h2>
<p><strong>On ne jette plus, on répare ! C'est tendance et écolo. Et même rigolo ! Proposé par l'association Repair Café Paris.</strong><br>Les bénévoles de <a href=""https://www.repaircafeparis.fr/""><strong>Repair Café</strong></a> proposent aux enfants une initiation aux techniques de la réparation, à la connaissance des outils, à l'apprentissage de la soudure, couture, visserie, et des techniques de montage et démontage des appareils…<br>La réparation est une activité essentielle, gratifiante et qui préserve l'environnement.<br>A pratiquer sans hésiter !</p>",Paris,Paris,75010,2025-10-04T08:00:00+00:00,2025-10-04T10:30:00+00:00,"Titre: Atelier d'initiation à la réparation d'objets pour les enfants
Lieu: Paris (Paris)
Date: du 2025-10-04T08:00:00+00:00 au 2025-10-04T10:30:00+00:00
Description: <h2>Atelier d'initiation à la réparation d'objets</h2>
<strong>On ne jette plus, on répare ! C'est tendance et écolo. Et même rigolo ! Proposé par l'association Repair Café Paris.</strong>
Les bénévoles de <a href=""https://www.repaircafeparis.fr/""><strong>Repair Café</strong></a> proposent aux enfants une initiation aux techniques de la réparation, à la connaissance des outils, à l'apprentissage de la soudure, couture, visserie, et des techniques de montage et démontage des appareils…
La réparation est une activité essentielle, gratifiante et qui préserve l'environnement.
A pratiquer sans hésiter !"
80104113,Débusquez les infox en astronomie,Deviens journaliste scientifique et débusque les fausses informations avec l’Association Française d’Astronomie,"<p>Deviens journaliste scientifique et débusque les fausses informations avec l’Association Française d’Astronomie<br>La rédaction de Ciel &amp; Monospace est en vacances mais catastrophe, des fakes news seraient présentes parmi les articles.<br>Durant 3h, mettez-vous dans la peau de journalistes scientifiques pour traquer les fausses informations qui se sont glissées dans le journal : enquêtez pour croiser les sources et retracer le fil de l’info sur 10 scénarios de l'espace et débattez de la nouvelle Une à créer pour le journal.<br>Cette animation immersive et ludique s'appuie sur des sources papiers et sur un X ex-Twitter fictif en circuit fermé. Elle permet d'acquérir des outils pour se repérer dans l'information et d'en apprendre plus sur l’astronomie.</p>",Paris,Paris,75019,2025-10-04T13:00:00+00:00,2025-10-04T16:00:00+00:00,"Titre: Débusquez les infox en astronomie
Lieu: Paris (Paris)
Date: du 2025-10-04T13:00:00+00:00 au 2025-10-04T16:00:00+00:00
Description: Deviens journaliste scientifique et débusque les fausses informations avec l’Association Française d’Astronomie
La rédaction de Ciel &amp; Monospace est en vacances mais catastrophe, des fakes news seraient présentes parmi les articles.
Durant 3h, mettez-vous dans la peau de journalistes scientifiques pour traquer les fausses informations qui se sont glissées dans le journal : enquêtez pour croiser les sources et retracer le fil de l’info sur 10 scénarios de l'espace et débattez de la nouvelle Une à créer pour le journal.
Cette animation immersive et ludique s'appuie sur des sources papiers et sur un X ex-Twitter fictif en circuit fermé. Elle permet d'acquérir des outils pour se repérer dans l'information et d'en apprendre plus sur l’astronomie."
20010658,Visite découverte de la Bpi / Lumière,"Pendant 30 minutes, laissez-vous guider par un·e bibliothécaire et faites le tour des 2e et 3e étages qui accueillent les collections de la bibliothèque ; découvrez les différents bureaux ; repérez :…","<p>Pendant 30 minutes, laissez-vous guider par un·e bibliothécaire et faites le tour des 2e et 3e étages qui accueillent les collections de la bibliothèque ; découvrez les différents bureaux d’information ; repérez les lieux ressources : loges handicap, cafétéria, local photocopies…<br>Ces visites sont aussi l’occasion de découvrir le nouveau service de carte interactive des collections de la bibliothèque, les ressources numériques accessibles à distance, ainsi que les médiations et la programmation culturelle hors les murs.</p>",Paris,Paris,75012,2025-10-03T14:45:00+00:00,2025-10-03T15:30:00+00:00,"Titre: Visite découverte de la Bpi / Lumière
Lieu: Paris (Paris)
Date: du 2025-10-03T14:45:00+00:00 au 2025-10-03T15:30:00+00:00
Description: Pendant 30 minutes, laissez-vous guider par un·e bibliothécaire et faites le tour des 2e et 3e étages qui accueillent les collections de la bibliothèque ; découvrez les différents bureaux d’information ; repérez les lieux ressources : loges handicap, cafétéria, local photocopies…
Ces visites sont aussi l’occasion de découvrir le nouveau service de carte interactive des collections de la bibliothèque, les ressources numériques accessibles à distance, ainsi que les médiations et la programmation culturelle hors les murs."
